NQUEST,NCOMP,nord,SEX,PARENT,NASC,ANASC,CIT,ANINGR,MOTIV,STACIV,STUDIO,TIPOLAU,VOTOEDU,SUEDU,SELODE,ANNOEDU,TIPODIP,UNIVER,PRESNORD,NORDP,MOTENT,ANNOENUS,B01,APQUAL2,ASNONOC2,NACE2,NESPLAV,EXLAV,ETALAV,DISLAV,DISANN1,DISANN2,CONTRIB,ACONTRIB,FCONTRIB,OCCNOW,PROBLAV1,CERC2,PROBLAV2,SALMIN,SMARTW,SMARTWA,SMARTWB,ETAPEN,COPPU,PREVCOM,COPPIP,b22,b23a,b23b,b24,b25a,b25b,b25c,ATTIVP,ISCO,NACE,ETALAV2,MISCOVID1,MISCOVID2,MISCOVIDV1,ETA,NASCREG,NASCAREA,IREG,PARENTP,smartwa1,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT2,PESOFIT
957552,5,3,1,6,1,2013,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,7,19,3,19,,,1,7,3,5,0,0,0,2,2,3,5,2,4,1554.8275768,0.3831005516
957552,5,4,2,6,1,2017,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,3,19,3,19,,,1,7,3,5,0,0,0,2,2,3,5,2,4,1554.8275768,0.3831005516
957552,5,5,2,6,1,2017,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,3,19,3,19,,,1,7,3,5,0,0,0,2,2,3,5,2,4,1554.8275768,0.3831005516
957556,2,1,2,1,1,1962,1,,,4,6,3,80,100,0,1991,5,,1,,,,1,2,,,1,,29,2,,,1,29,0,1,100,2,,,2,,,65,80,2,,1,2,2,2,2,2,2,,2221,17,,2,2,,58,19,3,19,,,4,2,1,3,1,1,1,2,2,3,5,2,4,773.19779481,0.1905114793
957556,2,2,1,7,1,1992,1,,,2,5,,68,100,,2018,2,2,2,,,,1,1,,,1,,26,2,,,1,1,0,1,,1,,,2,,,,,2,,1,2,2,2,2,2,2,,9321,1,,2,2,,28,19,3,19,,,1,1,1,1,0,1,1,2,2,3,5,2,4,773.19779481,0.1905114793
957559,5,1,1,1,1,1969,1,,,1,3,,,,,,,,1,,,,1,7,,,2,2,16,2,,,1,20,0,1,20,2,,,2,,,65,60,,,2,1,2,2,2,2,2,6,5221,7,30,2,2,,51,19,3,19,,,3,4,2,4,1,1,1,1,1,3,5,2,4,1019.9894175,0.2513195124
957559,5,2,2,2,1,1975,1,,,1,5,,48,60,,1994,4,2,1,,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,45,19,3,19,,,3,7,3,5,0,0,0,1,1,3,5,2,4,1019.9894175,0.2513195124
957559,5,3,2,6,1,2000,1,,,2,5,,85,100,,2019,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,20,19,3,19,,,1,7,3,5,0,0,0,1,1,3,5,2,4,1019.9894175,0.2513195124
957559,5,4,2,6,1,1999,1,,,2,5,,90,100,,2018,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,19,3,19,,,1,7,3,5,0,0,0,1,1,3,5,2,4,1019.9894175,0.2513195124
957559,5,5,1,6,1,2014,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,6,19,3,19,,,1,7,3,5,0,0,0,1,1,3,5,2,4,1019.9894175,0.2513195124
957564,2,1,1,1,1,1979,1,,,1,5,,48,60,,1997,3,2,1,,,,1,2,,,2,1,22,2,,,1,20,0,1,100,2,,,2,,,65,80,1,100,1,2,2,2,2,2,2,,4110,11,27,2,2,,41,19,3,19,,,2,2,1,4,1,1,1,2,2,3,5,2,4,2789.9561948,0.6874291228
957564,2,2,2,3,1,1986,1,,,1,5,,85,100,,2005,3,2,2,,,,1,9,,,1,,19,2,,,1,16,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,5221,7,,2,2,,34,19,3,19,,,1,4,2,4,0,1,1,2,2,3,5,2,4,2789.9561948,0.6874291228
957579,4,1,1,1,1,1962,1,,,1,7,4,77,110,0,1995,3,,1,,,,1,3,,,2,3,33,2,,,1,25,1,1,100,2,,,1,0,0,67,70,2,,1,1,2,2,2,2,2,1,2330,16,35,2,2,,58,19,3,19,,,4,2,1,3,0,1,1,2,2,3,5,2,4,431.82330934,0.106398774
957579,4,2,2,2,1,1966,1,,,1,5,,59,60,,1984,2,1,2,,,,1,3,,,1,,21,2,,,1,34,0,1,,2,,,1,0,0,,,2,,1,2,2,2,2,2,2,,2330,16,,2,2,,54,12,2,19,,,3,2,1,3,1,1,1,2,2,3,5,2,4,431.82330934,0.106398774
957579,4,3,1,6,1,2000,1,,,2,5,,100,100,,2018,2,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,20,19,3,19,,,1,7,3,5,0,0,0,2,2,3,5,2,4,431.82330934,0.106398774
957579,4,4,1,6,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,19,3,19,,,1,7,3,5,0,0,0,2,2,3,5,2,4,431.82330934,0.106398774
957586,2,1,2,1,1,1975,1,,,1,7,1,110,110,1,2007,3,,1,,,,1,3,,,2,1,32,1,1,,1,10,0,1,100,2,,,1,0,0,67,85,2,,1,2,2,2,2,2,2,,2330,15,32,2,2,,45,19,3,19,,,3,2,1,3,0,1,1,2,2,3,5,2,4,1526.3312671,0.3760792252
957586,2,2,1,2,1,1976,1,,,1,7,7,110,110,1,2000,3,,1,,,,1,5,,,1,,25,2,,,1,19,0,1,100,2,,,1,4,4,65,85,1,100,1,2,2,2,2,2,2,,1221,3,,2,2,,44,19,3,19,,,2,3,1,2,1,1,1,2,2,3,5,2,4,1526.3312671,0.3760792252
957589,1,1,2,1,1,1940,1,,,4,7,9,105,110,0,1972,3,,1,,,,2,15,3,16,1,,23,2,,,2,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,80,20,3,20,,,5,6,3,5,1,1,0,0,1,3,5,2,3,636.4202313,0.1568102762
957610,2,1,2,1,1,1957,1,,,1,5,,42,60,,1980,5,2,1,,,,1,3,,,1,,24,2,,,1,39,0,2,,2,,,,,,64,80,2,,1,2,2,2,2,2,2,,2341,16,,2,2,,63,20,3,20,,,4,2,1,3,1,1,1,1,2,3,5,2,4,1216.2104893,0.2996672534
957610,2,2,1,2,1,1952,1,,,1,5,,45,60,,1973,2,2,2,,,,2,15,2,19,2,3,23,2,,,1,22,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,68,20,3,20,,,5,6,3,5,0,1,0,1,2,3,5,2,4,1216.2104893,0.2996672534
957616,2,1,2,1,1,1963,1,,,3,5,,36,60,,1984,2,2,1,,,,1,20,,,10,3,16,1,1,,2,,,1,100,2,,,2,,,70,50,,,2,2,1,2,2,2,2,,4120,19,55,2,2,,57,20,3,20,,,4,5,2,4,1,1,1,2,2,3,5,2,4,2340.8436513,0.5767703812
957616,2,2,2,7,1,1988,1,,,2,4,,,,,,,,2,,,,1,8,,,2,3,18,1,2,,2,,,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,2655,19,27,2,2,,32,8,1,20,,,1,5,2,4,0,1,1,2,2,3,5,2,4,2340.8436513,0.5767703812
957652,1,1,1,1,1,1954,1,,,3,5,,38,60,,1975,2,2,1,,,,1,8,,,2,2,24,1,1,,1,23,0,2,,2,,,,,,67,40,,,2,1,2,2,2,2,2,,2149,13,24,2,2,,66,20,3,20,,,5,5,2,4,1,1,1,1,1,3,5,1,3,1070.244369,0.2637020428
957654,3,1,1,1,1,1969,1,,,1,5,,44,60,,1989,2,2,1,,,,2,12,9,7,1,,20,,,7,1,24,0,2,,1,50,10,,,,,,,,2,2,2,2,2,2,1,,0,,,,,,51,20,3,20,,,3,7,3,5,1,1,0,0,2,3,5,1,3,1168.4303576,0.2878945043
957654,3,2,2,2,1,1971,1,,,1,5,,37,60,,1991,3,2,2,,,,2,12,9,7,4,3,20,,,7,1,23,0,2,,1,,,,,,,,,,2,2,2,2,2,2,1,,0,,,,,,49,20,3,20,,,3,7,3,5,0,1,0,0,2,3,5,1,3,1168.4303576,0.2878945043
957654,3,3,2,6,1,2002,1,,,2,5,,78,100,,2020,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,18,20,3,20,,,1,7,3,5,0,0,0,0,2,3,5,1,3,1168.4303576,0.2878945043
957657,5,1,2,1,1,1982,1,,,1,7,6,110,110,1,2008,2,,1,,,,1,9,,,2,3,26,2,,,1,13,0,1,100,2,,,2,,,65,60,,,2,1,2,2,2,2,2,,5311,16,28,1,2,3000,38,20,3,20,,,2,4,2,3,1,1,1,2,2,3,5,1,3,2711.2310944,0.6680317119
957657,5,2,1,2,1,1978,1,,,1,5,,50,60,,2000,2,2,2,,,,1,1,,,3,1,22,1,1,,1,15,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,9312,19,41,2,2,,42,20,3,20,,,2,1,1,4,0,1,1,2,2,3,5,1,3,2711.2310944,0.6680317119
957657,5,3,2,6,1,2012,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,8,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,1,3,2711.2310944,0.6680317119
957657,5,4,1,6,1,2015,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,5,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,1,3,2711.2310944,0.6680317119
957657,5,5,2,6,1,2019,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,1,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,1,3,2711.2310944,0.6680317119
957661,4,1,1,1,1,1972,1,,,1,7,6,92,110,0,2000,2,,1,,,,1,6,,,1,,29,2,,,1,16,4,1,100,2,,,1,0,0,60,30,,,2,1,2,2,2,2,2,,2411,13,,2,2,,48,20,3,20,,,3,4,2,4,1,1,1,1,1,3,5,0,2,7485.3814591,1.8443548398
957661,4,2,2,2,1,1972,1,,,1,7,6,94,110,0,2002,3,,1,,,,2,13,,,1,,33,2,,,1,6,4,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,48,20,3,20,,,3,7,3,5,0,0,0,1,1,3,5,0,2,7485.3814591,1.8443548398
957661,4,3,2,6,1,2008,1,,,2,2,,,,,,,,1,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,12,20,3,20,,,1,7,3,5,0,0,0,1,1,3,5,0,2,7485.3814591,1.8443548398
957661,4,4,1,6,1,2010,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,10,20,3,20,,,1,7,3,5,0,0,0,1,1,3,5,0,2,7485.3814591,1.8443548398
957664,2,1,2,1,1,1948,1,,,1,7,6,100,110,0,1972,2,,1,,,,2,15,3,16,1,,24,2,,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,72,20,3,20,,,5,6,3,5,0,1,0,1,2,3,5,2,4,154.82203264,0.0381472563
957664,2,2,1,2,1,1943,1,,,1,7,3,100,110,0,1966,3,,2,,,,1,6,,,3,3,24,2,,,1,50,0,1,,2,,,2,,,,,,,2,1,2,1,2,2,2,,2212,17,63,2,2,,77,20,3,20,,,5,4,2,3,1,1,1,1,2,3,5,2,4,154.82203264,0.0381472563
957671,3,1,1,1,1,1957,1,,,1,5,,41,60,,1976,2,2,1,,,,2,15,5,15,1,,21,2,,,1,41,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,63,20,3,20,,,4,6,3,5,1,1,0,1,2,3,5,2,4,1385.9107289,0.3414804141
957671,3,2,2,2,1,1960,1,,,1,7,10,105,110,0,1985,3,,2,,,,1,3,,,1,,25,2,,,1,35,0,1,,2,,,1,0,0,,,2,,1,2,2,2,2,2,2,,2330,16,,2,2,,60,20,3,20,,,4,2,1,3,0,1,1,1,2,3,5,2,4,1385.9107289,0.3414804141
957671,3,3,1,6,1,1995,1,,,2,5,,80,100,,2014,3,2,2,,,,2,11,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,25,20,3,20,,,1,7,3,5,0,0,0,1,2,3,5,2,4,1385.9107289,0.3414804141
957674,4,1,1,1,1,1966,1,,,1,7,1,103,110,0,1990,3,,1,,,,1,4,,,1,,27,2,,,1,28,0,1,100,2,,,2,,,70,80,1,90,1,2,2,2,2,2,2,,1219,19,,2,2,,54,7,1,20,,,3,3,1,4,1,1,1,2,2,3,5,2,4,730.8077705,0.1800668217
957674,4,2,2,2,1,1968,1,,,1,7,8,110,110,1,1992,3,,2,,,,1,5,,,1,,24,2,,,1,32,4,1,,2,,,1,0,0,,,2,,1,2,2,2,2,2,2,,1112,15,,2,2,,52,20,3,20,,,3,3,1,3,0,1,1,2,2,3,5,2,4,730.8077705,0.1800668217
957674,4,3,1,6,1,1996,1,,,2,7,4,110,110,0,2020,3,,2,,,,2,17,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,24,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,2,4,730.8077705,0.1800668217
957674,4,4,1,6,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,2,4,730.8077705,0.1800668217
957677,2,1,1,1,2,1967,1,1973,1,1,7,9,110,110,1,1995,3,,1,,,,1,3,,,4,1,21,1,1,,1,20,0,1,100,2,,,1,0,0,70,70,2,,1,2,2,2,2,2,2,,2330,16,34,2,2,,53,,,20,,,3,2,1,3,1,1,1,2,2,3,5,2,4,341.63866985,0.0841777988
957677,2,2,2,2,1,1967,1,,,1,7,9,110,110,1,1994,3,,2,,,,1,3,,,1,,27,2,,,1,26,0,1,,2,,,1,0,0,,,2,,1,2,2,2,2,2,2,,2320,16,,2,2,,53,20,3,20,,,3,2,1,3,0,1,1,2,2,3,5,2,4,341.63866985,0.0841777988
957684,3,1,1,1,1,1958,1,,,1,5,,48,60,,1977,2,2,1,,,,1,6,,,2,3,20,2,,,1,42,0,1,100,2,,,2,,,65,60,,,2,1,2,2,2,2,2,,3322,7,23,1,2,1200,62,20,3,20,,,4,4,2,4,0,1,1,2,2,3,5,2,4,704.31341958,0.1735387664
957684,3,2,2,2,1,1963,1,,,1,7,8,108,110,0,1989,2,,2,,,,1,6,,,1,,23,2,,,1,34,0,1,,2,,,1,0,0,,,,,2,1,2,2,2,2,2,,2611,13,,2,2,,57,20,3,20,,,4,4,2,4,1,1,1,2,2,3,5,2,4,704.31341958,0.1735387664
957684,3,3,1,6,1,1999,1,,,2,5,,80,100,,2018,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,2,4,704.31341958,0.1735387664
957687,3,1,2,1,1,1971,1,,,3,8,1,110,110,1,1996,3,,1,,,,1,4,,,1,,30,1,5,,1,19,0,1,100,2,,,1,0,6,65,65,1,75,1,2,2,2,2,2,2,,3257,13,,2,2,,49,20,3,20,,,3,3,1,4,1,1,1,2,2,3,5,2,4,834.82333483,0.2056956571
957687,3,2,1,3,1,1967,1,,,2,7,6,91,110,0,1991,3,,2,,,,1,9,,,1,,20,1,3,,1,31,0,1,,2,,,1,10,25,,,,,2,1,2,2,2,2,2,,2431,19,,2,2,,53,5,1,20,,,3,4,2,4,0,1,1,2,2,3,5,2,4,834.82333483,0.2056956571
957687,3,3,2,7,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,2,4,834.82333483,0.2056956571
957692,4,1,1,1,1,1976,1,,,2,7,4,96,110,0,2004,2,,1,,,,1,2,,,5,3,32,2,,,1,12,0,1,100,2,,,2,,,70,70,2,,1,1,2,2,2,2,2,1,2141,19,32,2,2,,44,20,3,20,,,2,2,1,4,1,1,1,2,2,3,5,2,4,915.80580569,0.2256492711
957692,4,2,2,3,1,1975,1,,,2,5,,50,60,,1994,4,2,2,,,,1,2,,,7,1,20,2,,,1,25,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,5244,19,40,2,2,,45,20,3,20,,,3,2,1,4,0,1,1,2,2,3,5,2,4,915.80580569,0.2256492711
957692,4,3,2,6,1,2015,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,5,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,2,4,915.80580569,0.2256492711
957692,4,4,1,6,1,2017,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,3,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,2,4,915.80580569,0.2256492711
957693,2,1,1,1,1,1974,1,,,1,7,4,103,110,0,1999,3,,1,,,,1,6,,,1,,25,2,,,1,18,0,1,100,2,,,2,,,68,50,,,2,1,2,2,2,2,2,,2142,6,,1,2,1800,46,20,3,20,,,3,4,2,4,1,1,1,2,2,3,5,2,4,1526.3312671,0.3760792252
957693,2,2,2,2,1,1975,1,,,1,7,9,103,110,0,2004,2,,2,,,,1,6,,,2,3,38,2,,,1,7,0,2,,1,,,,,,,,,,2,1,2,2,2,2,2,,2163,19,38,2,2,,45,20,3,20,,,3,4,2,4,0,1,1,2,2,3,5,2,4,1526.3312671,0.3760792252
957696,3,1,1,1,1,1955,1,,,1,5,,38,60,,1975,2,2,1,,,,2,15,4,7,7,3,15,1,2,,1,42,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,65,20,3,20,,,5,6,3,5,1,1,0,2,3,3,5,1,3,1478.3806167,0.3642644614
957696,3,2,2,2,2,1964,1,1969,1,1,5,,50,60,,1982,2,2,2,,,,1,4,,,2,1,23,2,,,1,35,0,1,,2,,,1,0,0,,,2,,1,2,2,2,2,2,2,,1219,14,45,2,2,,56,,,20,,,4,3,1,4,0,1,1,2,3,3,5,1,3,1478.3806167,0.3642644614
957696,3,3,1,6,1,1989,1,,,1,7,4,108,110,0,2016,3,,2,,,,1,2,,,1,,26,2,,,1,4,0,1,,2,,,1,0,22,,,2,,1,2,2,2,2,2,2,,2514,19,,2,2,,31,20,3,20,,,1,2,1,4,0,1,1,2,3,3,5,1,3,1478.3806167,0.3642644614
957701,3,1,1,1,1,1955,1,,,1,3,,,,,,,,1,,,,1,2,,,1,,23,2,,,1,40,5,2,,2,,,,,,65,60,2,,1,2,2,1,2,2,2,,210,15,,2,2,,65,20,3,20,,,5,2,1,3,1,1,1,2,2,3,5,2,4,1452.4126203,0.3578660968
957701,3,2,2,2,1,1963,1,,,1,5,,7,10,,1982,2,2,2,,,,2,13,,,1,,20,2,,,2,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,57,20,3,20,,,4,7,3,5,0,0,0,2,2,3,5,2,4,1452.4126203,0.3578660968
957701,3,3,1,6,1,1985,1,,,2,5,,42,60,,2004,2,2,2,,,,1,2,,,1,,35,2,,,2,,,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,4120,18,,2,2,,35,19,3,20,,,2,2,1,4,0,1,1,2,2,3,5,2,4,1452.4126203,0.3578660968
957705,4,1,1,1,1,1981,1,,,2,5,,75,100,,2001,2,2,1,,,,1,2,,,2,3,21,2,,,1,18,0,1,100,2,,,1,0,0,67,10,2,,1,2,2,2,2,2,2,,1219,14,21,2,2,,39,20,3,20,,,2,2,1,4,0,1,1,2,2,3,5,2,4,2719.2181435,0.6699996748
957705,4,2,2,3,1,1984,1,,,2,8,3,100,110,0,2010,3,,2,,,,1,6,,,2,3,28,2,,,1,8,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,2212,17,33,2,2,,36,20,3,20,,,2,4,2,3,1,1,1,2,2,3,5,2,4,2719.2181435,0.6699996748
957705,4,3,1,6,1,2015,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,5,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,2,4,2719.2181435,0.6699996748
957705,4,4,2,6,1,2017,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,3,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,2,4,2719.2181435,0.6699996748
957709,5,1,1,1,1,1966,1,,,1,3,,,,,,,,1,,,,1,4,,,3,1,15,2,,,1,35,1,1,100,2,,,2,,,63,70,2,,1,2,2,2,1,2,2,,5223,7,23,2,2,,54,20,3,20,,,3,3,1,4,1,1,1,3,3,3,5,1,3,2345.3095774,0.5778707596
957709,5,2,2,2,1,1967,1,,,1,5,,51,60,,1985,3,2,2,,,,1,9,,,1,,19,2,,,1,25,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,5221,7,,2,2,,53,20,3,20,,,3,4,2,4,0,1,1,3,3,3,5,1,3,2345.3095774,0.5778707596
957709,5,3,1,6,1,1997,1,,,2,5,,48,60,,2015,2,2,2,,,,1,2,,,1,,22,2,,,1,1,0,1,,2,,,2,,,,,2,,1,2,2,2,1,2,2,,5223,7,,2,2,,23,20,3,20,,,1,2,1,4,0,1,1,3,3,3,5,1,3,2345.3095774,0.5778707596
957709,5,4,2,6,1,1997,1,,,2,5,,54,60,,2015,5,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,23,20,3,20,,,1,7,3,5,0,0,0,3,3,3,5,1,3,2345.3095774,0.5778707596
957709,5,5,1,6,1,1997,1,,,2,5,,52,60,,2015,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,23,20,3,20,,,1,7,3,5,0,0,0,3,3,3,5,1,3,2345.3095774,0.5778707596
957711,5,1,2,1,1,1974,1,,,1,8,9,110,110,0,1998,2,,1,,,,1,4,,,5,1,19,2,,,1,18,0,1,100,2,,,1,10,0,67,50,2,,1,2,2,2,2,2,2,,2263,17,34,2,2,,46,16,3,20,,,3,3,1,3,1,1,1,2,2,3,5,1,3,1474.3715198,0.363276643
957711,5,2,1,2,2,1972,2,2009,4,1,8,9,110,110,0,1993,2,,2,,,,1,3,,,5,3,18,2,,,1,25,0,1,,2,,,1,3,0,,,2,,1,1,2,2,2,2,2,1,2330,16,43,2,2,,48,,,20,,,3,2,1,3,0,1,1,2,2,3,5,1,3,1474.3715198,0.363276643
957711,5,3,1,6,2,2003,1,2009,1,2,4,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,,,20,,,1,7,3,5,0,0,0,2,2,3,5,1,3,1474.3715198,0.363276643
957711,5,4,2,6,2,2006,1,2009,1,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,,,20,,,1,7,3,5,0,0,0,2,2,3,5,1,3,1474.3715198,0.363276643
957711,5,5,1,6,1,2010,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,10,20,3,20,,,1,7,3,5,0,0,0,2,2,3,5,1,3,1474.3715198,0.363276643
957713,3,1,1,1,1,1968,1,,,1,7,8,103,110,0,2013,5,,1,,,,2,15,2,15,1,,19,2,,,1,33,0,2,,,,,,,,,,,,1,2,2,1,2,2,2,,4110,15,,2,2,,52,20,3,20,,,3,6,3,5,1,1,1,1,1,3,5,1,3,3147.502035,0.7755263567
957713,3,2,2,2,1,1970,1,,,1,3,,,,,,,,2,,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,50,1,1,20,,,3,7,3,5,0,0,0,1,1,3,5,1,3,3147.502035,0.7755263567
957713,3,3,1,6,1,2008,1,,,2,2,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,12,20,3,20,,,1,7,3,5,0,0,0,1,1,3,5,1,3,3147.502035,0.7755263567
957714,4,1,1,1,1,1969,1,,,1,5,,58,60,,1990,2,2,1,,,,1,2,,,3,1,20,2,,,1,29,0,1,90,2,,,1,0,18,62,65,1,75,1,2,2,2,2,2,2,,3522,19,29,2,2,,51,20,3,20,,,3,2,1,4,1,1,1,3,3,3,5,0,2,5641.9150487,1.3901353435
957714,4,2,2,2,1,1971,1,,,1,5,,56,60,,1990,5,2,2,,,,1,9,,,3,3,20,1,4,,1,25,0,1,,2,,,1,0,0,,,,,2,1,2,2,2,2,2,,5311,16,35,2,2,,49,20,3,20,,,3,4,2,3,0,1,1,3,3,3,5,0,2,5641.9150487,1.3901353435
957714,4,3,1,6,1,2000,1,,,2,5,,80,100,,2019,2,2,2,,,,1,2,,,1,,19,2,,,1,1,0,1,,2,,,1,0,10,,,3,,1,2,2,2,2,2,2,,3512,19,,2,2,,20,20,3,20,,,1,2,1,4,0,1,1,3,3,3,5,0,2,5641.9150487,1.3901353435
957714,4,4,1,6,1,2002,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,18,20,3,20,,,1,7,3,5,0,0,0,3,3,3,5,0,2,5641.9150487,1.3901353435
957721,5,1,2,1,1,1969,1,,,1,7,1,110,110,0,1994,3,,1,,,,1,4,,,4,1,25,2,,,1,10,2,1,100,2,,,1,0,4,67,40,2,,1,2,2,2,2,2,2,,1223,13,25,2,2,,51,6,1,6,,,3,3,1,4,0,1,1,2,2,1,2,2,4,822.86867672,0.2027500983
957721,5,2,1,2,2,1965,1,1971,1,1,7,4,95,100,0,1993,2,,2,,,,1,5,,,2,1,28,2,,,1,27,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,1112,21,28,2,2,,55,,,6,,,4,3,1,4,1,1,1,2,2,1,2,2,4,822.86867672,0.2027500983
957721,5,3,2,6,1,1999,1,,,2,5,,80,100,,2018,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,6,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,822.86867672,0.2027500983
957721,5,4,1,6,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,5,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,822.86867672,0.2027500983
957721,5,5,2,6,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,5,1,6,,,1,7,3,5,0,0,0,2,2,1,2,2,4,822.86867672,0.2027500983
